,cik,company_name,form_type,filing_date,accession,ticker
53064,1752578,World Omni Auto Receivables Trust 2018-D,10-K,2020-03-27,0001104659-20-039424,
53065,1752594,CSAIL 2018-C14 Commercial Mortgage Trust,10-K,2020-03-18,0001056404-20-002425,
53066,1752828,GX Acquisition Corp.,10-K,2020-03-24,0001213900-20-007185,gxgxw
53067,1752836,"COVETRUS, INC.",10-K,2020-03-03,0001752836-20-000060,cvet
53068,1753233,Wells Fargo Commercial Mortgage Trust 2018-C47,10-K,2020-03-19,0001056404-20-002517,
53069,1753373,INKY INC.,10-K,2020-02-28,0001753373-20-000003,
53071,1753539,Osprey Technology Acquisition Corp.,10-K,2020-03-06,0001193125-20-065257,sftw-wt
53072,1753581,Santander Drive Auto Receivables Trust 2018-5,10-K,2020-03-30,0001193125-20-089919,
53073,1753585,BMW Vehicle Lease Trust 2018-1,10-K,2020-03-18,0000929638-20-000423,
53075,1753673,Wealthbridge Acquisition Ltd,10-K,2020-03-20,0001213900-20-007012,sjoyw
53076,1753706,Act II Global Acquisition Corp.,10-K,2020-03-30,0001213900-20-008013,freew
53078,1754170,Monocle Acquisition Corp,10-K,2020-03-02,0001104659-20-028012,aslew
53079,1754189,Toyota Auto Receivables 2018-D Owner Trust,10-K,2020-03-27,0000929638-20-000447,
53081,1754377,VZOT 2018-A,10-K,2020-03-30,0000929638-20-000465,
53082,1754388,AmeriCredit Automobile Receivables Trust 2018-3,10-K,2020-03-19,0001615774-20-003610,
53083,1754784,Ford Credit Auto Owner Trust 2018-B,10-K,2020-03-23,0001754784-20-000015,
53084,1754820,Trine Acquisition Corp.,10-K,2020-03-26,0001213900-20-007541,dm
53085,1754824,Schultze Special Purpose Acquisition Corp.,10-K,2020-03-10,0001213900-20-005864,
53086,1754913,BBCMS Mortgage Trust 2018-C2,10-K,2020-03-19,0001056404-20-002551,
53088,1755237,"Cyclerion Therapeutics, Inc.",10-K,2020-03-12,0001104659-20-032554,cycn
53089,1755672,"Corteva, Inc.",10-K,2020-02-14,0001755672-20-000006,ctva
53091,1756262,"TransMedics Group, Inc.",10-K,2020-03-17,0001564590-20-011409,tmdx
53092,1756271,BANK 2018-BNK15,10-K,2020-03-23,0001056404-20-002731,
53093,1756401,Volkswagen Auto Loan Enhanced Trust 2018-2,10-K,2020-03-30,0001193125-20-090487,
53095,1756574,"NEW WORLD TECHNOLOGIES, INC.",10-K,2020-02-28,0001493152-20-003136,
53097,1756671,Hyundai Auto Receivables Trust 2018-B,10-K,2020-03-26,0001104659-20-038667,
53098,1757018,Benchmark 2018-B7 Mortgage Trust,10-K,2020-03-16,0001056404-20-002287,
53099,1757056,Mercedes-Benz Auto Lease Trust 2018-B,10-K,2020-03-27,0001019965-20-000119,
53100,1757073,Envista Holdings Corp,10-K,2020-02-21,0001628280-20-001914,nvst
53101,1757404,Drive Auto Receivables Trust 2018-5,10-K,2020-03-30,0001193125-20-089947,
53102,1757715,"Mohawk Group Holdings, Inc.",10-K,2020-03-30,0001564590-20-014235,mwk
53104,1757925,CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-C6,10-K,2020-03-30,0001564590-20-013874,
53105,1757928,Wells Fargo Commercial Mortgage Trust 2018-C48,10-K,2020-03-23,0001056404-20-002790,
53106,1757932,RMG Acquisition Corp.,10-K,2020-03-16,0001104659-20-034056,rmo
53107,1758009,Quantum Computing Inc.,10-K,2020-03-27,0001213900-20-007719,qubt
53108,1758057,"Gores Metropoulos, Inc.",10-K,2020-03-13,0001564590-20-010877,lazr
53109,1758292,UBS Commercial Mortgage Trust 2018-C14,10-K,2020-03-16,0001056404-20-002273,
53110,1758488,ONESPAWORLD HOLDINGS Ltd,10-K,2020-03-30,0001564590-20-014267,oswwf
53111,1758730,Tradeweb Markets Inc.,10-K,2020-02-21,0001558370-20-001170,tw
53112,1758882,Morgan Stanley Capital I Trust 2018-H4,10-K,2020-03-30,0001056404-20-003229,
53113,1758901,Benchmark 2018-B8 Mortgage Trust,10-K,2020-03-23,0001056404-20-002739,
53114,1759008,Acamar Partners Acquisition Corp.,10-K,2020-03-27,0001104659-20-039627,lotzw
53115,1759138,"Cabaletta Bio, Inc.",10-K,2020-03-30,0001564590-20-013929,caba
53116,1759424,"Evil Empire Designs, Inc.",10-K,2020-03-30,0001477932-20-001703,
53117,1759425,"Mirum Pharmaceuticals, Inc.",10-K,2020-03-12,0001564590-20-010471,mirm
53118,1759509,"Lyft, Inc.",10-K,2020-02-28,0001759509-20-000009,lyft
53119,1759546,DiamondPeak Holdings Corp.,10-K,2020-03-25,0001213900-20-007365,ride
53120,1759631,Tortoise Acquisition Corp.,10-K,2020-03-23,0001213900-20-007159,hyln
53121,1759774,"Postal Realty Trust, Inc.",10-K,2020-03-27,0001213900-20-007580,pstl
53122,1759824,ALTA EQUIPMENT GROUP INC.,10-K,2020-03-25,0001213900-20-007376,altg-pa
53123,1760283,GM Financial Consumer Automobile Receivables Trust 2019-1,10-K,2020-03-19,0001615774-20-003595,
53124,1760337,UBS Commercial Mortgage Trust 2018-C15,10-K,2020-03-16,0001056404-20-002285,
53125,1760542,HOOKIPA Pharma Inc.,10-K,2020-03-19,0001558370-20-002928,hook
53126,1760689,Tuscan Holdings Corp.,10-K,2020-03-13,0001213900-20-006365,thcbw
53127,1760717,SciPlay Corp,10-K,2020-02-18,0001760717-20-000005,scpl
53128,1760965,"Kontoor Brands, Inc.",10-K,2020-03-11,0001760965-20-000010,ktb
53129,1761312,"Palomar Holdings, Inc.",10-K,2020-02-28,0001558370-20-001709,plmr
53130,1761534,Golden Royal Development Inc.,10-K,2020-01-13,0001493152-20-000510,
53132,1761612,BICYCLE THERAPEUTICS plc,10-K,2020-03-10,0001558370-20-002278,bcyc
53134,1761940,Diamond S Shipping Inc.,10-K,2020-03-27,0001104659-20-039594,dssi
53135,1762228,Toyota Auto Receivables 2019-A Owner Trust,10-K,2020-03-27,0000929638-20-000457,
53136,1762239,"Kaival Brands Innovations Group, Inc.",10-K,2020-01-27,0001599916-20-000015,kavl
53138,1762287,World Omni Auto Receivables Trust 2019-A,10-K,2020-03-27,0001104659-20-039427,
53139,1762322,Insurance Acquisition Corp.,10-K,2020-03-25,0001213900-20-007390,sft
53141,1762569,CNH Equipment Trust 2019-A,10-K,2020-03-23,0001104659-20-037195,
53142,1763001,Wells Fargo Commercial Mortgage Trust 2019-C49,10-K,2020-03-18,0001056404-20-002495,
53143,1763174,Drive Auto Receivables Trust 2019-1,10-K,2020-03-30,0001193125-20-089940,
53144,1763207,GS Mortgage Securities Trust 2019-GC38,10-K,2020-03-17,0001056404-20-002386,
53145,1763329,"20/20 Global, Inc.",10-K,2020-03-30,0001445866-20-000291,twgl
53146,1763333,BANK 2019-BNK16,10-K,2020-03-20,0001056404-20-002631,
53147,1763499,GM Financial Automobile Leasing Trust 2019-1,10-K,2020-03-19,0001615774-20-003588,
53148,1763501,JPMCC Commercial Mortgage Securities Trust 2019-COR4,10-K,2020-03-20,0001056404-20-002660,
53149,1763502,CSAIL 2019-C15 Commercial Mortgage Trust,10-K,2020-03-18,0001056404-20-002429,
53150,1763660,SEATech Ventures Corp.,10-K,2020-03-30,0001493152-20-005144,seav
53151,1763731,Replay Acquisition Corp.,10-K,2020-03-25,0001104659-20-038291,
53152,1763799,Ally Auto Receivables Trust 2019-1,10-K,2020-03-25,0001763799-20-000016,
53153,1763925,CoJax Oil & Gas Corp,10-K,2020-03-30,0001763925-20-000005,
53154,1763960,Mercedes-Benz Auto Lease Trust 2019-A,10-K,2020-03-27,0001019965-20-000121,
53156,1764046,Clarivate Analytics PLC,10-K,2020-03-02,0001104659-20-027484,clvt-pa
53157,1764301,SC Health Corp,10-K,2020-03-23,0001140361-20-006554,scpe-wt
53160,1764759,BENCHMARK 2019-B9 MORTGAGE TRUST,10-K,2020-03-27,0001564590-20-013461,
53161,1764925,"Slack Technologies, Inc.",10-K,2020-03-12,0001764925-20-000251,work
53162,1765048,"Charmt, Inc.",10-K,2020-03-12,0001765048-20-000003,chmt
53164,1765880,AmeriCredit Automobile Receivables Trust 2019-1,10-K,2020-03-19,0001615774-20-003611,
53165,1765910,Santander Drive Auto Receivables Trust 2019-1,10-K,2020-03-30,0001193125-20-089911,
53166,1766004,Capital One Prime Auto Receivables Trust 2019-1,10-K,2020-03-27,0001766004-20-000016,
53167,1766016,"Crucial Innovations, Corp.",10-K,2020-02-07,0001766016-20-000003,cinv
53169,1766037,"NMF SLF I, Inc.",10-K,2020-03-27,0001766037-20-000005,
53170,1766101,World Omni Automobile Lease Securitization Trust 2019-A,10-K,2020-03-27,0001104659-20-039386,
53172,1766352,"CarrierEQ, Inc. /DE",10-K,2020-01-15,0001553350-20-000047,
53174,1766367,Benchmark 2019-B10 Mortgage Trust,10-K,2020-03-18,0001056404-20-002414,
53175,1766368,"Mayville Engineering Company, Inc.",10-K,2020-03-02,0001564590-20-008206,mec
53176,1766400,"Pennant Group, Inc.",10-K,2020-03-04,0001766400-20-000034,pntg
53177,1766526,"Tectonic Financial, Inc.",10-K,2020-03-31,0001185185-20-000408,tectp
53178,1766660,Morgan Stanley Capital I Trust 2019-L2,10-K,2020-03-30,0001056404-20-003240,
53179,1766682,CCF Holdings LLC,10-K,2020-03-12,0001558370-20-002528,
53180,1766981,Ford Credit Auto Lease Trust 2019-A,10-K,2020-03-25,0001766981-20-000014,
53181,1767258,"XPEL, Inc.",10-K,2020-03-16,0001767258-20-000011,xpel
53182,1767345,John Deere Owner Trust 2019,10-K,2020-01-24,0001104659-20-006535,
53183,1767530,Verizon Owner Trust 2019-A,10-K,2020-03-30,0000929638-20-000466,
53184,1767837,"Richmond Mutual Bancorporation, Inc.",10-K,2020-03-30,0000927089-20-000216,rmbi
53185,1768012,"Landcadia Holdings II, Inc.",10-K,2020-03-27,0001104659-20-039677,gnog
53187,1768224,Arcturus Therapeutics Holdings Inc.,10-K,2020-03-16,0001564590-20-011037,arct
53189,1769174,GM Financial Consumer Automobile Receivables Trust 2019-2,10-K,2020-03-19,0001615774-20-003596,
53190,1769267,First Seacoast Bancorp,10-K,2020-03-27,0001564590-20-013397,fsea
53191,1769318,"Thunder Bridge Acquisition II, LTD",10-K,2020-03-10,0001213900-20-005805,thbrw
53192,1769322,UBS Commercial Mortgage Trust 2019-C16,10-K,2020-03-16,0001056404-20-002275,
53193,1769324,Drive Auto Receivables Trust 2019-2,10-K,2020-03-30,0001193125-20-089971,
53194,1769328,BMW Vehicle Lease Trust 2019-1,10-K,2020-03-18,0000929638-20-000424,
53195,1769465,Volkswagen Auto Lease Trust 2019-A,10-K,2020-03-30,0001193125-20-090498,
53196,1769617,"HarborOne Bancorp, Inc.",10-K,2020-03-13,0001558370-20-002624,hone
53197,1769624,AGBA Acquisition Ltd,10-K,2020-03-31,0001213900-20-008207,agbaw
53199,1769725,"Eureka Homestead Bancorp, Inc.",10-K,2020-03-30,0001558370-20-003333,erkh
53200,1769804,Malo Holdings Corp,10-K,2020-03-30,0001213900-20-008058,augx
53201,1769961,BANK 2019-BNK17,10-K,2020-03-30,0001056404-20-003262,
53202,1770141,"GigCapital2, Inc.",10-K,2020-03-30,0001564590-20-014167,gix-wt
53203,1770147,Ford Credit Auto Owner Trust 2019-A,10-K,2020-03-23,0001770147-20-000014,
53205,1770251,Orisun Acquisition Corp.,10-K,2020-03-30,0001213900-20-008018,
53206,1770450,Xerox Holdings Corp,10-K,2020-02-28,0001770450-20-000012,xrx
53207,1770561,Coronado Global Resources Inc.,10-K,2020-02-24,0001562762-20-000067,codql
53208,1770572,Wells Fargo Commercial Mortgage Trust 2019-C50,10-K,2020-03-23,0001056404-20-002805,
53209,1770787,"10x Genomics, Inc.",10-K,2020-02-27,0001193125-20-052640,txg
53210,1771200,CF 2019-CF1 Mortgage Trust,10-K,2020-03-23,0001564590-20-012221,
53211,1771225,Hyundai Auto Receivables Trust 2019-A,10-K,2020-03-26,0001104659-20-038670,
53212,1771501,GS Mortgage Securities Trust 2019-GC39,10-K,2020-03-26,0001056404-20-002999,
53213,1771515,Grocery Outlet Holding Corp.,10-K,2020-03-25,0001771515-20-000005,go
53214,1771786,GM Financial Automobile Leasing Trust 2019-2,10-K,2020-03-19,0001615774-20-003589,
53215,1771908,Haymaker Acquisition Corp. II,10-K,2020-03-19,0001193125-20-079260,
53216,1771917,"Karuna Therapeutics, Inc.",10-K,2020-03-24,0001564590-20-012311,krtx
53219,1772527,BBCMS Mortgage Trust 2019-C3,10-K,2020-03-23,0001056404-20-002723,
53220,1772608,Fifth Third Auto Trust 2019-1,10-K,2020-03-30,0001564590-20-014005,
53221,1772695,Sunnova Energy International Inc.,10-K,2020-02-25,0001772695-20-000016,nova
53222,1772704,Goldman Sachs Private Middle Market Credit II LLC,10-K,2020-02-20,0001564590-20-005578,
53223,1772720,Pivotal Investment Corp II,10-K,2020-03-30,0001193125-20-091080,xl
53224,1772757,Diamond Eagle Acquisition Corp. \ DE,10-K,2020-03-12,0001104659-20-032113,dkng
53225,1772793,World Omni Auto Receivables Trust 2019-B,10-K,2020-03-27,0001104659-20-039430,
53227,1773056,CNH Equipment Trust 2019-B,10-K,2020-03-23,0001104659-20-037197,
53228,1773087,Tuscan Holdings Corp. II,10-K,2020-03-27,0001213900-20-007666,thcaw
53229,1773339,Morgan Stanley Capital I Trust 2019-H6,10-K,2020-03-30,0001056404-20-003355,
53231,1773407,Toyota Auto Receivables 2019-B Owner Trust,10-K,2020-03-27,0000929638-20-000458,
53232,1773427,"SpringWorks Therapeutics, Inc.",10-K,2020-03-12,0001558370-20-002563,swtx
53233,1773751,Oaktree Acquisition Corp.,10-K,2020-03-27,0001193125-20-088778,hims-wt
53234,1774155,South Mountain Merger Corp.,10-K,2020-03-20,0001140361-20-006472,btrsw
53235,1774379,AmeriCredit Automobile Receivables Trust 2019-2,10-K,2020-03-19,0001615774-20-003612,
53236,1774409,Santander Drive Auto Receivables Trust 2019-2,10-K,2020-03-30,0001193125-20-089913,
53237,1774675,Churchill Capital Corp II,10-K,2020-03-26,0001104659-20-038834,ccx-wt
53238,1774801,JPMCC Commercial Mortgage Securities Trust 2019-COR5,10-K,2020-03-23,0001056404-20-002779,
53239,1774962,BANK 2019-BNK18,10-K,2020-03-23,0001056404-20-002733,
53240,1775098,AEP Texas Restoration Funding LLC,10-K,2020-03-27,0001775098-20-000006,
53241,1775625,"SmileDirectClub, Inc.",10-K,2020-03-10,0001775625-20-000007,sdc
53242,1775756,Benchmark 2019-B11 Mortgage Trust,10-K,2020-03-17,0001056404-20-002372,
53243,1776086,CSAIL 2019-C16 Commercial Mortgage Trust,10-K,2020-03-18,0001056404-20-002507,
53244,1776294,Ally Auto Receivables Trust 2019-2,10-K,2020-03-25,0001776294-20-000016,
53245,1776661,Conyers Park II Acquisition Corp.,10-K,2020-03-30,0001213900-20-007995,advww
53246,1776721,Wells Fargo Commercial Mortgage Trust 2019-C51,10-K,2020-03-23,0001056404-20-002785,
53247,1776903,Netfin Acquisition Corp.,10-K,2020-03-11,0001213900-20-006002,
53248,1776909,Software Acquisition Group Inc.,10-K,2020-03-20,0001213900-20-007027,curiw
53249,1777319,CERBERUS CYBER SENTINEL CORP,10-K,2020-03-30,0001493152-20-005173,ciso
53250,1777370,Verizon Owner Trust 2019-B,10-K,2020-03-30,0000929638-20-000467,
53251,1777393,Switchback Energy Acquisition Corp,10-K,2020-03-30,0001213900-20-008001,chpt-wt
53252,1777665,Drive Auto Receivables Trust 2019-3,10-K,2020-03-30,0001193125-20-089937,
53253,1777921,Apex Technology Acquisition Corp,10-K,2020-03-27,0001213900-20-007685,apxtw
53254,1777946,LGL Systems Acquisition Corp.,10-K,2020-03-19,0001213900-20-006896,dfns-wt
53255,1778232,GS Mortgage Securities Trust 2019-GC40,10-K,2020-03-19,0001056404-20-002591,
53256,1778749,Morgan Stanley Capital I Trust 2019-H7,10-K,2020-03-30,0001056404-20-003259,
53257,1778781,Harley-Davidson Motorcycle Trust 2019-A,10-K,2020-03-23,0001104659-20-037305,
53258,1778784,"Provident Bancorp, Inc. /MD/",10-K,2020-03-13,0001104659-20-033267,pvbc
53259,1779033,GM Financial Consumer Automobile Receivables Trust 2019-3,10-K,2020-03-19,0001615774-20-003597,
53260,1779128,Experience Investment Corp.,10-K,2020-03-20,0001104659-20-036828,bldew
53261,1779201,Ford Credit Auto Owner Trust 2019-B,10-K,2020-03-23,0001779201-20-000014,
53262,1779474,Silver Spike Acquisition Corp.,10-K,2020-03-30,0001140361-20-007395,mapsw
53263,1779523,"Muzinich BDC, Inc.",10-K,2020-03-27,0001213900-20-007732,
53264,17797,"DUKE ENERGY PROGRESS, LLC.",10-K,2020-02-20,0001326160-20-000034,
53265,1780097,"Baudax Bio, Inc.",10-K,2020-02-13,0001564590-20-004638,bxrx
53266,1780131,BBCMS Mortgage Trust 2019-C4,10-K,2020-03-23,0001056404-20-002807,
53267,1780262,Newborn Acquisition Corp,10-K,2020-03-30,0001213900-20-007778,
53268,1780312,New Providence Acquisition Corp.,10-K,2020-03-30,0001213900-20-008037,astsw
53269,1780552,World Omni Auto Receivables Trust 2019-C,10-K,2020-03-27,0001104659-20-039433,
53270,1780678,Wells Fargo Commercial Mortgage Trust 2019-C52,10-K,2020-03-23,0001056404-20-002791,
53271,1780859,BANK 2019-BNK19,10-K,2020-03-23,0001056404-20-002775,
53272,1780984,USAA Auto Owner Trust 2019-1,10-K,2020-03-27,0001193125-20-088347,
53273,1781089,BENCHMARK 2019-B12 MORTGAGE TRUST,10-K,2020-03-27,0001564590-20-013460,
53274,1781115,Alussa Energy Acquisition Corp.,10-K,2020-03-26,0001213900-20-007520,alus-wt
53275,1781162,Stable Road Acquisition Corp.,10-K,2020-03-26,0001213900-20-007515,sracw
53276,1781258,GM Financial Automobile Leasing Trust 2019-3,10-K,2020-03-19,0001615774-20-003590,
53277,1781565,John Deere Owner Trust 2019-B,10-K,2020-01-24,0001104659-20-006537,
53278,1781624,World Omni Automobile Lease Securitization Trust 2019-B,10-K,2020-03-27,0001104659-20-039388,
53279,1781726,"GJ Culture Group US, Inc.",10-K,2020-03-30,0001493152-20-005264,gjcu
53280,1781755,"BRP Group, Inc.",10-K,2020-03-24,0001781755-20-000022,brp
53281,1781819,Ford Credit Auto Lease Trust 2019-B,10-K,2020-03-25,0001781819-20-000015,
53282,1781870,"New Mountain Guardian III BDC, L.L.C.",10-K,2020-03-04,0001781870-20-000003,
53283,1781983,"Aprea Therapeutics, Inc.",10-K,2020-03-27,0001558370-20-003257,apre
53284,1782003,CD 2019-CD8 Mortgage Trust,10-K,2020-03-20,0001056404-20-002641,
53285,1782479,Toyota Auto Receivables 2019-C Owner Trust,10-K,2020-03-27,0000929638-20-000459,
53286,1782524,Morgan Stanley Direct Lending Fund,10-K,2020-03-20,0001782524-20-000003,
53287,1783183,"Phathom Pharmaceuticals, Inc.",10-K,2020-03-19,0001564590-20-011712,phat
53288,1783287,CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-GC41,10-K,2020-03-27,0001564590-20-013462,
53289,1783326,Santander Drive Auto Receivables Trust 2019-3,10-K,2020-03-30,0001193125-20-089864,
53290,1783398,"Gores Holdings IV, Inc.",10-K,2020-03-27,0001564590-20-013645,uwmc-wt
53291,1783400,"US Ecology, Inc.",10-K,2020-03-02,0001558370-20-001841,ecolw
53292,1784326,BMW Vehicle Owner Trust 2019-A,10-K,2020-03-18,0000929638-20-000421,
53295,1784535,PropTech Acquisition Corp,10-K,2020-03-20,0001213900-20-007006,prch
53296,1784564,AmeriCredit Automobile Receivables Trust 2019-3,10-K,2020-03-19,0001615774-20-003613,
53297,1784797,Broadmark Realty Capital Inc.,10-K,2020-03-16,0001104659-20-034181,brmk-wt
53298,1784851,Galileo Acquisition Corp.,10-K,2020-03-26,0001104659-20-038779,gleo-wt
53299,1784958,BANK 2019-BNK20,10-K,2020-03-30,0001056404-20-003250,
53300,1784970,WeTrade Group Inc.,10-K,2020-03-06,0001477932-20-001116,wetg
53301,1785041,CHP Merger Corp.,10-K,2020-03-23,0001140361-20-006591,chpmw
53302,1785173,"89bio, Inc.",10-K,2020-03-18,0001564590-20-011636,etnb
53303,1785424,FinServ Acquisition Corp.,10-K,2020-03-27,0001213900-20-007679,fsrvw
53304,1785489,Ally Auto Receivables Trust 2019-3,10-K,2020-03-25,0001785489-20-000015,
53307,1785510,Drive Auto Receivables Trust 2019-4,10-K,2020-03-30,0001193125-20-089953,
53308,1785592,Merida Merger Corp. I,10-K,2020-03-30,0001213900-20-008063,mcmjw
53309,1785705,Verizon Owner Trust 2019-C,10-K,2020-03-30,0000929638-20-000468,
53310,1785812,UBS Commercial Mortgage Trust 2019-C17,10-K,2020-03-17,0001056404-20-002370,
53311,1785844,Mercedes-Benz Auto Receivables Trust 2019-1,10-K,2020-03-27,0001019965-20-000129,
53312,1785881,Benchmark 2019-B13 Mortgage Trust,10-K,2020-03-23,0001056404-20-002753,
53313,1786008,CSAIL 2019-C17 Commercial Mortgage Trust,10-K,2020-03-19,0001056404-20-002513,
53314,1786041,Capital One Prime Auto Receivables Trust 2019-2,10-K,2020-03-27,0001786041-20-000017,
53315,1786117,"Alpine Income Property Trust, Inc.",10-K,2020-02-21,0001104659-20-023927,pine
53318,1786431,Reynolds Consumer Products Inc.,10-K,2020-03-10,0001564590-20-009733,reyn
53319,1787000,GS Mortgage Securities Trust 2019-GC42,10-K,2020-03-19,0001056404-20-002601,
53320,1787001,CF 2019-CF2 Mortgage Trust,10-K,2020-03-23,0001564590-20-012215,
53321,1787005,"Cincinnati Bancorp, Inc.",10-K,2020-03-30,0001104659-20-040102,cnnb
53322,1787304,GM Financial Consumer Automobile Receivables Trust 2019-4,10-K,2020-03-19,0001615774-20-003598,
53323,1787306,"Arcutis Biotherapeutics, Inc.",10-K,2020-03-19,0001787306-20-000005,arqt
53324,1787384,"FFBW, Inc. /MD/",10-K,2020-03-26,0001558370-20-003175,ffbw
53325,1787414,Bogota Financial Corp.,10-K,2020-03-30,0001564590-20-014240,bsbk
53326,1787489,World Omni Select Auto Trust 2019-A,10-K,2020-03-27,0001104659-20-039435,
53327,1787490,BANK 2019-BNK21,10-K,2020-03-23,0001056404-20-002727,
53328,1787791,"Juniper Industrial Holdings, Inc.",10-K,2020-03-30,0001213900-20-008052,jih-wt
53329,1787912,CNH Equipment Trust 2019-C,10-K,2020-03-23,0001104659-20-037202,
53330,1788028,Amplitude Healthcare Acquisition Corp,10-K,2020-03-26,0001213900-20-007505,amhcw
53331,1788841,GreenVision Acquisition Corp.,10-K,2020-03-24,0001213900-20-007250,grnvw
53332,1789029,InterPrivate Acquisition Corp.,10-K,2020-03-30,0001213900-20-008023,aeva-wt
53333,1789192,Save Foods Inc.,10-K,2020-03-30,0001493152-20-005159,safo
53334,1789307,BANK 2019-BNK22,10-K,2020-03-19,0001056404-20-002559,
53336,1789356,Wells Fargo Commercial Mortgage Trust 2019-C53,10-K,2020-03-19,0001056404-20-002539,
53337,1789755,Hyundai Auto Receivables Trust 2019-B,10-K,2020-03-26,0001104659-20-038672,
53338,1789760,CIIG Merger Corp.,10-K,2020-03-27,0001213900-20-007676,
53339,1789832,Hess Midstream LP,10-K,2020-02-21,0001564590-20-005754,hesm
53340,1789892,Toyota Auto Receivables 2019-D Owner Trust,10-K,2020-03-27,0000929638-20-000460,
53341,1789954,GS Mortgage Securities Trust 2019-GSA1,10-K,2020-03-17,0001056404-20-002310,
53342,1790013,Benchmark 2019-B14 Mortgage Trust,10-K,2020-03-23,0001056404-20-002767,
53343,1790441,BBCMS Mortgage Trust 2019-C5,10-K,2020-03-20,0001056404-20-002628,
53344,1790625,LIV Capital Acquisition Corp.,10-K,2020-03-26,0001213900-20-007500,livkw
53345,1790665,Greenrose Acquisition Corp.,10-K,2020-03-30,0001213900-20-008021,gnrsw
53346,1790982,Arconic Rolled Products Corp,10-K,2020-03-30,0001790982-20-000022,arnc
53347,1791091,Healthcare Merger Corp.,10-K,2020-03-25,0001213900-20-007377,tlmdw
53348,1791183,CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-GC43,10-K,2020-03-27,0001564590-20-013475,
53349,1791239,Wells Fargo Commercial Mortgage Trust 2019-C54,10-K,2020-03-18,0001056404-20-002440,
53350,1791295,Morgan Stanley Capital I Trust 2019-L3,10-K,2020-03-30,0001056404-20-003267,
53352,1791507,Mercedes-Benz Auto Lease Trust 2019-B,10-K,2020-03-27,0001019965-20-000123,
53353,1792157,COMM 2019-GC44 Mortgage Trust,10-K,2020-03-17,0001056404-20-002316,
53354,1792158,JPMDB Commercial Mortgage Securities Trust 2019-COR6,10-K,2020-03-23,0001056404-20-002802,
53355,1792414,BANK 2019-BNK23,10-K,2020-03-30,0001056404-20-003256,
53356,1792580,Ovintiv Inc.,10-K,2020-02-21,0001564590-20-005663,ovv
53357,1792905,CSAIL 2019-C18 Commercial Mortgage Trust,10-K,2020-03-19,0001056404-20-002511,
53358,1793014,Ford Credit Auto Owner Trust 2019-C,10-K,2020-03-23,0001793014-20-000014,
53359,1793165,BANK 2019-BNK24,10-K,2020-03-23,0001056404-20-002811,
53360,1793294,"PPD, Inc.",10-K,2020-03-05,0001793294-20-000004,ppd
53362,1793651,BENCHMARK 2019-B15 MORTGAGE TRUST,10-K,2020-03-27,0001564590-20-013463,
53363,1793667,Ally Auto Receivables Trust 2019-4,10-K,2020-03-25,0001793667-20-000020,
53364,1793744,CF 2019-CF3 Mortgage Trust,10-K,2020-03-20,0001056404-20-002703,
53365,1793856,UBS Commercial Mortgage Trust 2019-C18,10-K,2020-03-17,0001056404-20-002395,
53367,1794303,CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-C7,10-K,2020-03-27,0001564590-20-013468,
53369,1800,ABBOTT LABORATORIES,10-K,2020-02-21,0001104659-20-023904,abt
53370,18172,A. M. Castle & Co.,10-K,2020-02-27,0000018172-20-000014,ctam
53371,18230,CATERPILLAR INC,10-K,2020-02-19,0000018230-20-000056,cat
53372,18255,CATO CORP,10-K,2020-03-27,0000018255-20-000005,cato
53373,18349,SYNOVUS FINANCIAL CORP,10-K,2020-03-02,0000018349-20-000011,snv-pe
53374,18654,Ameren Illinois Co,10-K,2020-02-28,0001002910-20-000077,ailip
53375,18672,CLECO POWER LLC,10-K,2020-03-03,0001089819-20-000004,
53376,18926,"CENTURYLINK, INC",10-K,2020-02-28,0000018926-20-000009,lumn
53377,19411,MAGELLAN HEALTH INC,10-K,2020-02-28,0001558370-20-001745,mgln
53379,19584,CHEMED CORP,10-K,2020-02-26,0000019584-20-000006,che
53380,19612,TCF FINANCIAL CORP,10-K,2020-03-02,0000019612-20-000049,tcfcp
53381,19617,JPMORGAN CHASE & CO,10-K,2020-02-25,0000019617-20-000257,jpmlp
53382,1961,WORLDS INC,10-K,2020-03-30,0001264931-20-000059,wddd
53383,19745,CHESAPEAKE UTILITIES CORP,10-K,2020-02-26,0001628280-20-002321,cpk
53384,19871,CHICAGO RIVET & MACHINE CO,10-K,2020-03-20,0001193125-20-080625,cvr
53385,200406,JOHNSON & JOHNSON,10-K,2020-02-18,0000200406-20-000010,jnj
53386,201533,CONSUMERS ENERGY CO,10-K,2020-02-06,0000811156-20-000004,cms-pb
53387,20212,CHURCHILL DOWNS Inc,10-K,2020-02-26,0000020212-20-000019,chdn
53388,202584,"SYSTEM ENERGY RESOURCES, INC",10-K,2020-02-21,0000065984-20-000069,
53389,20286,CINCINNATI FINANCIAL CORP,10-K,2020-02-25,0000020286-20-000011,cinf
53390,20290,"Duke Energy Ohio, Inc.",10-K,2020-02-20,0001326160-20-000034,
53391,202947,CAPITAL PROPERTIES INC /RI/,10-K,2020-03-06,0001564590-20-009173,cptp
53393,203596,WESBANCO INC,10-K,2020-02-28,0001564590-20-007827,wsbcp
